text,label_Irrelevant,label_Salafi jihadi,label_Salafi taklidi,max_prob,model_decision,uncertainty_score
"It was reported with a weak chain that the Prophet  said:

""   ""

The majority of the people of Jannah are the simple-minded. 

(Note: Imm at-Tahw mentions that he narrated this to Ahmad ibn Ab Imrn and he said: Its meaning is sound.)",0.7902763,0.02678123,0.09792142,0.7902763,Irrelevant,0.29027630000000004
"""Allh said: Even if your sins reached up to the clouds in the sky, I would forgive you.

 [Sunan al-Tirmdhi ]""",0.8442206,0.041606434,0.049392052,0.8442206,Irrelevant,0.3442206
"""Brother, no Muslim worships the Kaaba or the Prophet  that's shirk, the biggest sin in Islam. 

We face the Kaaba only as a direction of unity while worshipping Allah alone.

 If that's what you were doing, it was a wrong understanding, not the faith itself.""",0.86811626,0.088690415,0.032685887,0.86811626,Irrelevant,0.36811626
"""NEW VIDEO

#NEW | THE LEGACY OF RABI AL-MADKHALI AL-MURJI'I | Shamsi Retracts from Calling a Mushrik, a Mushrik?!

YouTube Link: 

In this video, we show how Shamsi  who is one of the main propagators of the filthy manhaj of Rabi bin Hadi al-Madkhali al-Murji'i  clearly recognizing the reality of one of the biggest callers to, and defenders of Shirk in the UK (Asrar Rashid). 

He initially calls him a Mushrik, then retracts once pressed by one of the students of Asrar Rashid  further making clear what has already been widely known, that these people are Murji'a, regardless of how many slogans of Ahlul Sunnah they espouse. After exposing this embarrassing  and pathetic display of his applied creed, we provide evidences for why he's a Jahil, with proof from the Qur'an, and the sayings of the Scholars of Haqq (Shaykh al-Islam Ibn Taymiyyah).

More to come insha'Allah, as Allah Permits.

  """,0.04473504,0.52988166,0.65493983,0.65493983,Salafi taklidi,0.029881660000000032
"""A Madkhali Khriji who makes the Takfir of an imam of Zandaqa and Irj, as his litmus test for someones Islam. If you Takfir him youre a Kafir, according to this kid. With some of the more super saiyan Murjia, if you dont make Tarahhum on Rab, youre to be held under suspicion, lol.

Many of these Madkhalis, when they open their mouth, in either expressing themselves, or trying to refute Ahlul Sunnah  you see that being a Madkhali is inherently tied to being chronically stupid, being insincere, and/or a combination of both.

The few sincere ones, always leave it.""",0.15702702,0.7262092,0.20309818,0.7262092,Salafi jihadi,0.2262092
"""This is the same Jaahil uncle that goes on about unjust Takfir, Takfiris &amp; Khawaarij. He seems to have a very strange obsession with Ahmad Musa Jibreel (someone who actually has knowledge), who as far as I know has never even given him the time of day lol.",0.40786144,0.6673308,0.061349668,0.6673308,Salafi jihadi,0.09213855999999998
"""O Allah, You have taken his life  now wipe away the deviant path he left behind.

    

Ahmad Musa Jibril
Muharram 17, 1447""",0.83488166,0.18426952,0.022817193,0.83488166,Irrelevant,0.31573048000000004
"""[ Response Thread] The True Aqdah of Ibn Abd al-Barr (d. 463)

This brother has attempted, like others have before him, to ascribe Ashar leanings to Imm Ibn Abd al-Barr al-Mlik. If we reconsider his statements cautiously, however, these doubts quickly disappear.",0.8428557,0.044180144,0.04331764,0.8428557,Irrelevant,0.3428557
"""Alhamdulillah, Allah rid this earth of one of the heads of deviance and Zandaqa. A day of joyous celebration for Ahlul Sunnah. The Salaf would rejoice at the death of a known Mubtadi, who spread his deviance. What then do you think they would have done, for the one who was the pioneer of legitimizing the governing of, and being subservient slaves and attack dogs of the Tawagheet? I ask Allah to give him and all those who follow his deviated path, and likewise those who asked Allah to have mercy on him  what they deserve.""",0.07779747,0.46853596,0.40175152,0.46853596,"No decision, maximum is Salafi jihadi",0.031464040000000026
"""Taraweeh is Bidah But:

This is a pure Sunnah according to the Shias

#TaraweehIsBidahBut",0.59234816,0.026649766,0.106457725,0.59234816,Irrelevant,0.09234816000000001
"""Whoever wants the aid of Allh:

Ibn al-Qayyim   said:

Shaykh ul-Islaam Ibn Taymeeyah would search a lot to find people to help them with their needs. This was because he knew that everytime he helped someone then Allh would aid him. 

[Rawdat al-Muhibbeen | 1/168]""",0.5370189,0.062292594,0.11413892,0.5370189,Irrelevant,0.037018899999999966
"""03 | #Ramadan1447 | THE CONDITIONS OF LA ILAHA ILLA ALLAH p.2 | Shaykh Musa Jibril (  )
PDF:
SRT:",0.2193959,0.86520725,0.1373914,0.86520725,Salafi jihadi,0.2806041
"""Shaykh Ahmad &amp; his father were among the first in the West (and Allah knows best), to stand up for the Muslims, in a time when it wasnt even popular. May Allh accept their efforts and sacrifices to His Deen.""",0.24539657,0.5354448,0.11373683,0.5354448,Salafi jihadi,0.035444800000000054
"""The nation demands PM Shehbaz Sharif
& Field Marshal Asim Munir
to raise Aafias case at the table. 23 long years have passed. Pakistan has a rare opportunity to bring her back!                                  
 #ShehbazAsimBringAafia
#AsimMunirBringAafia
#IslamabadTalks
#PMShehbaz""",0.75179875,0.43384063,0.031755768,0.75179875,Irrelevant,0.06615937
"""Shaykh Ahmad never lowers himself to entertain the noise of those who slander and belittle him, for he knows that truth is not measured by the tongues of people, nor is it shaken by the accusations of the ignorant. He remains firm, dignified, and focused upon the path of truth, unpolluted by baseless slander. But his silence is not weakness, and his restraint is not an admission to any defeat. 

Rather, it is upon usthose who recognize his sincerity and his service to the truthto rise and defend his honor. When lies are spread and distortions are weaponized, remaining silent becomes a betrayal to the Shaykh, more-so to a brother in Deen. 

We shouldnt  abandon him to the arrows of slander. Stand up and defend himseeking not his praise, but the pleasure of Allah in upholding truth and repelling falsehood.""",0.21037199,0.3846769,0.18812512,0.3846769,"No decision, maximum is Salafi jihadi",0.11532310000000001
"""Shaykh Bakr Abu Zayd mentions a notable detail about Shaykh al-Islam Ibn Taymiyyah:

There are rarely any scholars who have had as many biographies written about them by their students as Imam Ibn Taymiyyah, with seventeen of his pupils each authoring a biography about him.",0.71937716,0.015963083,0.16694498,0.71937716,Irrelevant,0.21937715999999996
"When the Ulama mention a scholars full name, they mention the father, grandfather &amp; so on. An example below from Imam adh-Dhahabis Siyar. Also, even though ibn Qudaamahs fathers name was Abdullah, he was still known as ibn Qudaamah after his great great grandfather,",0.4464747,0.046263963,0.16912119,0.4464747,"No decision, maximum is Irrelevant",0.0535253
I dont know why people are shocked about Mishari al-Afaasys recent behaviour. Its been known for a long time now that he is a modern day equivalent of a court jester. Below is his Nasheed in praise of MBS. The Salaf are far removed from such nonsense.,0.099046275,0.2902516,0.3438459,0.3438459,"No decision, maximum is Salafi taklidi",0.15615410000000002
"He also has another Nasheed in praise of Salman, calling him the Honour/glory of the Arabs &amp; the Muslims.",0.66200113,0.057890892,0.09069961,0.66200113,Irrelevant,0.16200113000000005
"""""Salafi/Madkhali publications affiliated Sudani Shaykh Nizar ibn Hashim al-Abbas on how the UAE has joined with the enemies of Allah &amp; spread Kufr &amp; Shirk,

No state in the history of Islam has done what the UAE has done. 
""
--------------

Its like all of the spubs Madkhalis have turned a blind eye to what their Shaykh said lol. If anyone else said this, theyd be labelled a Takfiri Khaariji Qutbi Sururi Ikhwaani.",0.071341015,0.7523103,0.4741089,0.7523103,Salafi jihadi,0.0258911
"""When waves of slander suddenly surface, one thinks to himself the Ajr that the Shaykh gets. His words always echo at the back of my mind: 

I do not defend myself and he follows that with the ayah 

     """,0.7062859,0.34949946,0.05542485,0.7062859,Irrelevant,0.15050054000000002
"""Truth is waswasah piercing accurate. He is a scholar of Haqq. A caller of the true salafi manhaj. 

Not the fake self-contradicting ""salafis"" whose ""scholars"" frequent the palaces, the tails of the tawaghit of today who have replaced the law of Al-akam on lands of muslimn.",0.14096071,0.46182665,0.18617068,0.46182665,"No decision, maximum is Salafi jihadi",0.038173349999999995
"""Spubs Shaykh Nizar bin Hashim al-Abbas has a whole audio about current affairs including A warning against the Emirati state.

Why isnt Nizar an Ikhwani Qutbi Khariji Sururi Takfiri for this? He was making Du'a for the Emirates back in 2016, what changed?",0.19502471,0.6916207,0.18736854,0.6916207,Salafi jihadi,0.19162069999999998
"""     
They are deaf, dumb, and blind, so they return not (to the Right Path).
 Al-Baqarah (2:18)

Subhanallah, a powerful Ayah. With what is happening in Ghazza, let us pray to Allah that we are not from amongst those He has mentioned.""",0.48711616,0.01427376,0.31574702,0.48711616,"No decision, maximum is Irrelevant",0.01288383999999998
"""A man with Tawq 

Imm Shuray   said about his wife Zainab:

""I have seen men beating their women. May my right hand be paralyzed if I beat Zainab. Zainab is like a sun and other women are like stars, when the sun rises, other stars do not shine.""""",0.7358331,0.29537728,0.043195933,0.7358331,Irrelevant,0.20462271999999998
"""The ghult and murjiah are two different sides of the same coin 

The extremists are like the mutaziliah when it comes to chain takfir and tabdee . They will rule your pet goldfish with riddah using some weird qiyaas because you never made takfir on Al-Adhir due to mawa3ni

Whereas the murjiah will see clear nullifiers yet turn a blind eye due to the lack of imaan and love for rulers . This is the fanaticism some of us have also when it comes to following the crowd or the person who speaks the loudest . Salafiyyah has been hijacked by the Jews in disguise .

Another thing Id like to point out is some individuals (no matter what side) having taassub to people or a certain someone . Know that this person will not grant you a ticket to the hereafter , no scholar is free from mistakes . But there is a difference between defending someone and defending their mistake . Brothers and sisters , we dont base our walaa off groups , no doubt wed find sincere ones who only wanted to seek shahadah and yearned to meet their lord in every faction . The blameworthy are to be blamed, and the defendants are to be given a defence . 

    """,0.6352648,0.5126263,0.047349393,0.6352648,Irrelevant,0.01262629999999998
"""The Humour of Shaykh Ibn Uthaymeen    

Shaykh Uthaymeen was giving a lesson surrounding the issue of marrying woman with defects.

Someone asked him:

If I married a woman and found out she didn't have any teeth, does this affect allow me to annul the marriage?""",0.13782193,0.028057473,0.77828914,0.77828914,Salafi taklidi,0.27828914000000005
It was a pleasure to witness the AFCON,0.870952,0.03733587,0.0806879,0.870952,Irrelevant,0.37095199999999995
Its 3pm and Mohamed Salah hasnt posted a picture with his family in front of a Christmas tree on any social media platform,0.39889264,0.14213832,0.14737056,0.39889264,"No decision, maximum is Irrelevant",0.10110735999999998
"""""@nahafghan This is one way to spin it

Otherway is Mullah Omar allowed AQ to plan attack from Afg soil which led to Afg bringing a superpower to our door (second time btw)

We had no enemy but India. You wanted us to fk our country for you. 

Still we gave you shelter and supported""
""
--------------

May Allah give Amir al-Mu'minin Mullah Muhammad Umar highest rank in Jannah tul-Firdaws for being true example of Ansaar.",0.2504083,0.69659454,0.102347195,0.69659454,Salafi jihadi,0.19659453999999998
"""Simply killing the terrorists will achieve nothing. After sending the terrorists to hell, it is also necessary to make their family members an example. Only then will these people come to their senses. China did the same thing in East Turkestan, and that is why peace came there.

 Shahzad Shaikh, Fmr Spokesman, Punjab government

These are the people who support Asim Munir.""",0.8430112,0.24843949,0.023611978,0.8430112,Irrelevant,0.25156051
"""The most vehement opponents to Asim Munirs oppressive dictatorship and violence towards Afghanistan is coming from Pakistanis themselves. I see Punjabi names, Muhajir names, Pashtun names, and Baloch names  alongside names I cant pinpoint the origin yet theyre sitting in Pakistan speaking against the tyranny of their leaders. 

May Allah reward them for speaking the truth, and bless them for their care for the Muslims 

Its refreshing to see all these wonderful people in the midst of the bots & supporters of the taghut Asim Munir""",0.47760117,0.68449163,0.06016784,0.68449163,Salafi jihadi,0.02239882999999998
"""""None of those things are worse than suicide bombing, banning female education, bacha bazi 

All things the so called ""Islamic Emirate"" thrive in 

Want to know the aqeeda of many Afghans? Not a single Muslim nation has full diplomatic relations with them""
""
--------------

Shirk and Kufr are worse than anything.",0.75048834,0.3812614,0.03266453,0.75048834,Irrelevant,0.11873860000000003
"While Pakistani faujews and NRF clowns spread allegations against the Mujahideen, here is a reality check:

NRF commander Hasib Panjsheri was involved in this vile crime.",0.85980934,0.20319234,0.031139646,0.85980934,Irrelevant,0.29680766000000003
"""Crazy Egyptian Madkhali Ahmad bin Amarah says that the money given to Trump &amp; other Kuffar by the Muslim countries comes under the legitimate Zakat category Bringing the hearts together to repel their evil &amp; the evil of Iran.""",0.44874704,0.5892573,0.0659624,0.5892573,Salafi jihadi,0.051252960000000014
"""Imam Ala'addin Al Mardawi Al Hanbali   (died 885 AH)  mentioned about the Khattabiya sect and he even cursed them and the founder (Abu Khattab LA).",0.68359137,0.07167496,0.05476603,0.68359137,Irrelevant,0.18359137000000003
"""Lengthy beaming praise from the late Grand Mufti Abdul Aziz Aal Shaykh for Shaykh Abdullah ibn Jibreen.

You would not find anyone better than him.",0.12467932,0.064891025,0.5171757,0.5171757,Salafi taklidi,0.017175700000000016
"""Rasln is a Khrij according to your own standards Lol. 

Theres clips of him saying an Ashar Sufi is to be honoured because the ruler honours him, and also of him criticising rulers of Qatar and the likes which you believe is Khurj.""",0.7104078,0.43302506,0.03561574,0.7104078,Irrelevant,0.06697493999999998
"""Ab Bakr al-Rz al-Jassss makes takfir of Abd al-Malik ibn Marwn and al-ajjj ibn Ysuf:

There was not among the Arabs, nor among the family of Marwn, anyone more unjust, more disbelieving, or more wicked than Abd al-Malik;""",0.4361691,0.44782683,0.072572604,0.44782683,"No decision, maximum is Salafi jihadi",0.05217316999999999
"""The one who im meant to entrust my affairs to, is conveniently unaware of the Shaykhs true haal""",0.25472608,0.29498985,0.14212115,0.29498985,"No decision, maximum is Salafi jihadi",0.20501015
"""""Shaykh Abdullah Ibn Jibrn   

Long after his death, Shaykh Slih al-Fawzn (the current Muft) wrote a beautiful biographical tribute to Sheikh Abdullah bin Jibrn

He writes: He (Ibn Jibrn) was steadfast upon the methodology of the Pious Predecessors (Salaf as-Salih) in knowledge, action, and following their example, until his time came and the Muslims lost him and wept for him

P.s. Always remember the was a group who never wept for him, but actually celebrated when he was gone because they thought he was Ikhwani. Far away they are from Shaykh Fawzn who they claim to follow.""
""
--------------

The one who im meant to entrust my affairs to, is conveniently unaware of the Shaykhs true haal",0.029620979,0.0973342,0.82831943,0.82831943,Salafi taklidi,0.32831942999999997
"""The term Madkhalism isnt an attack on imam Sh Madkhali 

The term Jami isnt an attacks on Sh Jami

Get used to it guys.""",0.72817796,0.21050484,0.037311573,0.72817796,Irrelevant,0.22817796
"""""How many chances should this guy be given before Muslims denounce him?""
""
--------------

Its important to not obtain a madkhalist methodology or even takfirist ideology in dealding with Muslims and new Muslims.

We shouldnt make politics the sole arbitrator, as people can and will be mistaken on a variety 

Thats not a justification but a plea of civility",0.7405093,0.38079855,0.02689856,0.7405093,Irrelevant,0.11920144999999999
"""And who is more astray than one who calls on  besides Allah, such as will not answer him till the Day of Resurrection, and who are unaware of their calls to them?

May Allah protect us from the shirk of calling onto other than him.""",0.18682647,0.07540369,0.42191377,0.42191377,"No decision, maximum is Salafi taklidi",0.07808622999999998
"""""Shaykh Abd al-Muhsin Al-Abbad in praise of Shaykh Muhammad Aman bin Ali al-Jami. 
""
--------------

The term Madkhalism isnt an attack on imam Sh Madkhali 

The term Jami isnt an attacks on Sh Jami

Get used to it guys.",0.057009086,0.063614,0.75223845,0.75223845,Salafi taklidi,0.25223845
"And who is more astray than one who calls on  besides Allah, such as will not answer him till the Day of Resurrection, and who are unaware of their calls to them?

May Allah protect us from the shirk of calling onto other than him.",0.30424407,0.015351035,0.5520394,0.5520394,Salafi taklidi,0.05203939999999996
"""Stupidity knows no bounds.  If you search for The Books of MIAW on Google, the algorithm will present you with the CIAs website.  You can download the book there. This is a massive conspiracy theory .  The CIAs website also hosts Ghazali and Bayhaqis books and Im certain every Imams book is available there. Youre grasping at straws and it makes you look incredibly foolish.  Do better! (FYI, Im not a Wahhabi.)""",0.63126606,0.44620463,0.04976642,0.63126606,Irrelevant,0.05379537000000001
"""This Jahmite is one of the most disgusting people that exists. 

The salaf didnt like people with huge disgusting unkept beards/ in that context they would say the longer your beard the less intelligence

Forget his support for the Kuffar/ and best friend whos an enemy of Islam",0.26089665,0.70157,0.100917146,0.70157,Salafi jihadi,0.20157000000000003
"""""Ibn Jibrin    was warned against by Shaykh Ahmad an-Najmi   and Shaykh Rabee' al-Madkhali   for his multiple blunders.

He defended Hasan al-Banna the Ikhwani, Sayyid Qutb the takfiri, reviler of the companions, and he defended Osama Bin Laden the Khariji""
""
--------------

No one gives a toss. Hes been defended by silly Jaamis by the Saudi state as of recent 

Silly",0.8424064,0.25912187,0.021291116,0.8424064,Irrelevant,0.24087813000000002
"""Lengthy beaming praise from the late Grand Mufti Abdul Aziz Aal Shaykh for Shaykh Abdullah ibn Jibreen.

You would not find anyone better than him.",0.12467932,0.064891025,0.5171757,0.5171757,Salafi taklidi,0.017175700000000016
"""""The Mamlaka have recently established a large foundation in memory and legacy of Shaykh Ibn Jibreen called the ""Ibn Jibrin Charitable Foundation.""

- Foundation website: 
- Foundation Twitter account: @ibnjebreen_org

The information that the pro-Tabd Hizbiyyn do not tell their followers and want to hide at all costs is that this foundation is supervised by the highest religious authority in Saudi Arabia. Who all somehow fail to realise Ibn Jibrn is Ikhwani

The chairman of the Supreme Committee of the Ibn Jibrin Charitable Foundation is King Salman himself, and its members are among the Kingdom's leading scholars, headed by:
- Mufti Abdul Aziz Al Sheikh (now deceased)
- Sheikh Saad As-Shithri
- Sheikh Abdul Muhsin At-Turky
- Sheikh Salih Al Sheikh
- Sheikh Salih bin Humaid and others.

They can seethe and cry. Allah honours his slaves regardless, and through those who the slanderers dearly love. How just is Allah.""
""
--------------

All spubs lot are kharijis as there manhaj is to hate whom our ulema have deemed as our imams",0.3249738,0.2311265,0.10124832,0.3249738,"No decision, maximum is Irrelevant",0.17502620000000002
"""""When Shaykh Ahmad An-Najmi wrote his notable book    in refutation against the deviant partisanship groups, Shaykh Ibn Jibreen tried to defend Hasan al-Banna, the founder of al-Ikhwan, and sent this letter to him urging him to not publish the book. 
""
--------------

May Allah bless and have mercy on the noble shaykh the Allamah Ibn Jibrin",0.044769686,0.045635197,0.87190044,0.87190044,Salafi taklidi,0.37190044
"""Haqiqatjou is an enemy of the Muslims.""",0.31024042,0.7579748,0.09754151,0.7579748,Salafi jihadi,0.18975957999999998
""""" NEW: A Warning Against Ab Iyd Amjad Rafq of Salaf Publications

Read full document here: 
""
--------------

Im team Abu Iyad",0.031017981,0.41492778,0.74494654,0.74494654,Salafi taklidi,0.08507221999999998
"""""This Jahmite is one of the most disgusting people that exists. 

The salaf didnt like people with huge disgusting unkept beards/ in that context they would say the longer your beard the less intelligence

Forget his support for the Kuffar/ and best friend whos an enemy of Islam 
""
--------------

To clarify to 1 The waffling slanderers and 2 sincere brothers 

The ruling of the beard is that it is mustahab at a fist length. Anything after is mubah, the salaf didnt like unkept beards and ones that were excessive. 

A big beard is beautiful

The references will be sent",0.20473674,0.7232329,0.13473368,0.7232329,Salafi jihadi,0.22323289999999996
"""Scary how Muslims are relying on AI apps like ChatGPT for Islamic knowledge instead of going to scholars.

These apps need to be fact-checkedthey even make up Qurn verses!

@MuslimCouncil shared a khutbah quoting a verse that doesnt exist.



Wake up!",0.72169286,0.034621652,0.07690618,0.72169286,Irrelevant,0.22169286
"After bringing multiple Ahadth to prove that Allah Speaks with a sound, Imm al-Bukhr says:

Allah calls out with a sound. Those who are far can hear it just as those who are near can hear it. And this is only for Allah.",0.8495014,0.012215932,0.30826348,0.8495014,Irrelevant,0.19173652000000002
"""""
""
--------------

The Prophet  said:

""Beware of luxury, for the servants of Allah do not live luxuriously."" 

[Musnad Ahmad]",0.22392508,0.21268937,0.16642514,0.22392508,"No decision, maximum is Irrelevant",0.27607492
"""Ayatollah Taqiyatjou

The countless lies that feed him",0.38711962,0.059895545,0.245429,0.38711962,"No decision, maximum is Irrelevant",0.11288038
"""The Abu sufyan may Allah be pleased with him.
He fought in both Persian and Roman conquest.
He lost his eye in the way of Allah.
Was on frontline..
While this dog nassarullah died in bunker hiding like a b*tch hopefully suffocat*d to death""",0.61094606,0.43811202,0.04618043,0.61094606,Irrelevant,0.06188798000000001
"""Fakhr al-Dn al-Rz against Sufi Quburis.

In his Tafsir, he draws a parallel between grave worshippers in his time, and ancient idolaters, affirming the prohibition of supplicating to other than God. Below is his commentary on two verses:

1/10",0.7276212,0.102600224,0.031776853,0.7276212,Irrelevant,0.22762119999999997
"""""
""
--------------



Banger nasheed",0.0725589,0.05481564,0.8107562,0.8107562,Salafi taklidi,0.31075620000000004
"""Salafis do not believe that the pagans of Makkah possessed a complete understanding of Tawheed al-Rububiyyah. When they assert that the pagans affirmed Tawheed al-Rububiyyah, they are referring to its foundational aspect (asl), which is the belief in one God as the ultimate creator and sustainer of the universe, the only being who is entirely independent. Salafis emphasize this point in response to saint venerators who argue that they are not guilty of shirk simply because they do not consider their saints to be independent of Allah. Salafis contend that the independence of a being is not the sole criterion for determining whether certain beliefs or actions constitute major shirk.

Salafis are well aware that the pagan Quraysh, while acknowledging Allah as the supreme creator, also attributed daughters to Him, worshipped idols, and failed to affirm His attributes correctly. These theological errors are considered distortions of Tawheed al-Rububiyyah.

Prominent Salafi scholars, such as Shaykh Abdulrahman Al-Barrak and Shaykh Yusuf Al-Ghafees, have argued that saint venerators also commit shirk in Rububiyyah by ascribing certain powers to their saints, powers that should be attributed exclusively to Allah.

To avoid semantic confusion, if Rububiyyah is primarily understood as Allahs independence and self-sufficiency, then Salafis assert that most of the pagan Quraysh acknowledged this foundational aspect. (However, Salafi scholars such as Shaykh Sultan al-Umayri, Abdulrazzaq Abu Badr, and Abu Bakr Muhammad Zakariyyah note that the Quraysh were not a homogeneous group and differed in their beliefs.) If Rububiyyah is defined in broader terms, while still rooted in the foundation of Allahs independence, Salafis maintain that the pagans only affirmed this foundational aspect.

The central issue, according to Salafis, is the affirmation of Allahs independence and the rejection of any justification by saint venerators that their actions do not constitute major shirk.""",0.11455226,0.01911589,0.8635489,0.8635489,Salafi taklidi,0.36354889999999995
"""The earlier khawrij were initially ""watchers"" of 'Ali
  

Idiots like you would've slandered the noble caliph for having such followers

Also your goal in mentioning this filthy khariji is only to intentionally misassociate him with shaykh Ahmad",0.0921138,0.6637348,0.34940803,0.6637348,Salafi jihadi,0.15059197000000002
"""Have people forgotten that Prophet  used to have long hair? And the ahbah?

Shaykh Amad Jibrl, his students and followers are in reality growing their hair long to imitate the beloved, Muammad .

Adth, a al-Bukhr &amp; a Muslim:

1/2",0.13294785,0.6301615,0.24864809,0.6301615,Salafi jihadi,0.13016150000000004
"""Request to our honourable PM Shehbaz Sharif for compassionate intervention for my sister Dr. Aafia Siddiqui.

#DemandAafia_IsbTalks",0.3129464,0.0414533,0.28856626,0.3129464,"No decision, maximum is Irrelevant",0.1870536
"""Ten Wisdoms Behind Why al-Imm al-Bukhr Repeats Adth in His a",0.57317305,0.0148040755,0.25640088,0.57317305,Irrelevant,0.07317304999999996
"""I put myself through the torture of watching this video so you dont have to, here is the summary:

- Haqiqatjou accuses Wahhbs of being Ahl al-Bida because they reject karmt al-awly (an obvious lie that anyone with a drop of knowledge on the topic would recognise).

- Haqiqatjou compiles a bunch of quotes from Ibn Taymyyah regarding the mujizt of prophets as proof that Ibn Taymyyah believes they control the universe in the same manner that fs and Rfiah do.

- Haqiqatjou repeats the quote from Iqti al-ir al-Mustaqm (basically a dead horse at this point) where Ibn Taymyyah speaks about miraculous things happening at the graves of awly, using that as proof that Ibn Taymyyah believes the inhabitants of these graves exercise control the universe in the same manner that fs and Rfiah do (not sure how he comes to this conclusion).

This is what months of slaving away from paid ghostwriters, researchers and editors has produced. Dont waste your time watching this slop.""",0.29061267,0.27943793,0.11925768,0.29061267,"No decision, maximum is Irrelevant",0.20938732999999998
"""Ibn Taymiyyah Made Takfir On The Mufti of The Taght

Shaykh Abdullah al-Faisal",0.033627626,0.35823974,0.7335551,0.7335551,Salafi taklidi,0.14176026000000003
"""Dont be fooled by all these Madkhalis making Takfir of the UAE and some select citizens, as if the justification of Takfir hasnt been present for decades. The only changed variable is that Saudi Arabias foreign policy towards the UAE has shifted, and as good little Taght poodles, the western Madkhalis have begun barking in the direction their masters point them towards. May Allah guide the sincere amongst them and destroy the rest.""",0.73600763,0.4560538,0.034012973,0.73600763,Irrelevant,0.04394619999999999
"The Rfidah of our time  are Kuffar Bil-Umm 

Anyone who disagrees with this , being aware of their kufriyat and shirk , is a foolish zindq with an ikhwani mindset 

                            ""         

Anas Bin Mlik RadiAllahu Anhu reported that Nabi  

said: The Dajjal would be followed by seventy thousand Jews of ( )Isfahan wearing Persian shawls. 

I wonder what Jews are in asbahn",0.10153619,0.5963597,0.26326877,0.5963597,Salafi jihadi,0.09635970000000005
"""Rabi is known for slandering Sayyid Qutb ( ) over earlier mistakes. Sayyid Qutb was a man whom Allah blessed with eloquence and many have benefited from his works, especially his Tafsir.

Now read what Shaykh Bakr Abu Zayd said about Rabi in comparison",0.1316881,0.45801815,0.22886847,0.45801815,"No decision, maximum is Salafi jihadi",0.04198184999999999
"The ghult and murjiah are two different sides of the same coin 

The extremists are like the mutaziliah when it comes to chain takfir and tabdee . They will rule your pet goldfish with riddah using some weird qiyaas because you never made takfir on Al-Adhir due to mawa3ni

Whereas the murjiah will see clear nullifiers yet turn a blind eye due to the lack of imaan and love for rulers . This is the fanaticism some of us have also when it comes to following the crowd or the person who speaks the loudest . Salafiyyah has been hijacked by the Jews in disguise .

Another thing Id like to point out is some individuals (no matter what side) having taassub to people or a certain someone . Know that this person will not grant you a ticket to the hereafter , no scholar is free from mistakes . But there is a difference between defending someone and defending their mistake . Brothers and sisters , we dont base our walaa off groups , no doubt wed find sincere ones who only wanted to seek shahadah and yearned to meet their lord in every faction . The blameworthy are to be blamed, and the defendants are to be given a defence .",0.51383877,0.4978055,0.05300587,0.51383877,Irrelevant,0.002194499999999988
"""Imam Ibn Qudamah   said:

The Salaf used to love those who informed them of their shortcomings and mistakes. And as for us now, the most hated of the people to us are those who inform us of our mistakes and shortcomings.

[Minhaj Al Qaasideen. p. 196]""",0.8659191,0.19811428,0.019819327,0.8659191,Irrelevant,0.30188572
"""The misconception of excuse of ignorance in major shirk did not arise before the time of Ibn Taymiyyah. Those who argue for excusing ignorance in acts of shirk mostly cite his statements as their earliest basis.

It first surfaced during the era of Shaykh Muhammad ibn Abd al-Wahhab ( ) in two forms:
1.From clear deviants, whom the Shaykh refuted in Mufd al-Mustafd.
2.From some sincere but confused individuals, including certain students in Diriyyah and al-Ahsa. The doubt subsided after.

It later re-emerged in the next generation during the time of Abd al-Rahman ibn Hasan, adopted by Dawud ibn Jirjis and Uthman ibn Mansur. Shaykh Abd al-Rahman countered it, supported by his son Abd al-Latif and Shaykh Aba Butayn through well-known writings.

In the third generation, it reappeared once more and was refuted by Shaykh Ishaq ibn Abd al-Rahman and Shaykh Ibn Sahman via fatawa and writings, with support from Shaykh Abd al-Latifs sons, Abdullah and Ibrahim.

(  Excerpt from           )""",0.1172438,0.05966416,0.60429984,0.60429984,Salafi taklidi,0.10429984000000003
"""Shaykh Ali al-Khudayr (  ) mentioned in one of his responses on the Salafiyun forum that it constitutes major kufr for someone to form a pact or alliance pledging support or assistance to the kuffar, even if that support is never actualised.

He even goes on to give a modern example: those who enter into treaties with the kuffar to fight the mujahideen under the pretext of combating terrorism. It sounds almost identical to the Doha agreement """,0.45767474,0.6395201,0.058139622,0.6395201,Salafi jihadi,0.042325259999999976
"Ya Allah , grant all of us young men to follow the footsteps of these heroes of the ummah. 
At the tender age of 14 he had chose the path of sacrificing his life for his people and Allah . Truth be told at that age , I never had a care of thought in mind  and what future would await . Many of us do not practice what we preach and suffer in nifaaq , I ask Allah to rid us from this disease .",0.8261189,0.0139496485,0.10580118,0.8261189,Irrelevant,0.3261189
"""Have people forgotten that Prophet  used to have long hair? And the ahbah?

Shaykh Amad Jibrl, his students and followers are in reality growing their hair long to imitate the beloved, Muammad .

Adth, a al-Bukhr &amp; a Muslim:

1/2",0.13294785,0.6301615,0.24864809,0.6301615,Salafi jihadi,0.13016150000000004
"""This video of Al-Shaykh Amad Jibrl says enough.",0.83875513,0.19687034,0.029056257,0.83875513,Irrelevant,0.30312965999999997
