text,label_Irrelevant,label_Salafi jihadi,label_Salafi taklidi,model_decision
"""Grown Men At Work""",0.9974119,0.0045907944,0.0039663655,
"""Footage shows an Israeli soldier posing with a Palestinian child who trembles throughout the footage.",0.99784625,0.0043481356,0.0043770783,
"""Occupying ourselves with the mistakes of others.",0.99742633,0.004752624,0.0041622478,
"""Two years ago, during my detention which lasted 47 days, my hands were tied behind my back and I was forced to keep my head bent down toward my knees for long hours during transport in military vehicles more than 8 hours of pain and helplessness. That wasnt enoughthey also beat me with sticks on my shoulder and back.

After my release, I went through a two-month treatment journey between medication and physical therapy until the pain disappeared or so I thought.

Five days ago, the pain returned to the same area, but this time it is much worse. It doesnt respond to painkillers, muscle relaxants, or even massage sessions. The pain is increasing day by day, to the point where I can barely lift my arm or hold anything with my right hand.

What I am going through is not an individual case there are tens of thousands suffering in silence, between undiagnosed injuries, neglected pain, and a system that does not provide even the minimum level of care.

What happened to me was not just a moment that passed it is an ongoing impact, a wound that reopens every time I think it has healed.

The occupation is responsible for this pain responsible for everything we suffer, both physically and mentally.

Pray for my recovery and for justice and freedom for all of us.

The image was generated by artificial intelligence for illustrative purposes.""",0.9976489,0.004904812,0.0044184667,
"""BREAKING: Israeli settlers are attacking the village of Yabrud in the West Bank  brutally assaulting residents and stealing a horse from the village.

Four days ago, the same settlers assaulted a father, a pregnant mother, and their child in the same village.",0.9977126,0.004278759,0.00406272,
"""Absolute bombshell on Sky News. A Lebanese rescue worker completely dismantles the Israeli military narrative. He confirms the bombed area in Beirut was purely civilian with zero Hezbollah presence. Israel intentionally targeted innocent children and the elderly.",0.99758613,0.0043514255,0.0037289415,
"""Lucknow: Today, during Friday prayers, a constable from the Cantonment police station entered the Alijan Mosque wearing shoes and broke the speaker wire, even though its volume was within the permitted limit. After the prayers, he came back and threatened, saying, We wont let you people remain capable of offering prayers.""",0.997614,0.0047348025,0.0038229926,
"""5yr-old Usame was burnt to her bones: she couldn't even open the chocolate I gave her, says a doctor serving in Gaza | via @neyikaybettik",0.99501896,0.0029235417,0.0046315533,
"""Meet the Palestinian Muslims whom Israel will execute without trial. Look at them.

Even Nazis didnt do this to jews.

Repost please",0.9977229,0.0047483267,0.0034915644,
"""Request to our honourable PM Shehbaz Sharif for compassionate intervention for my sister Dr. Aafia Siddiqui.

#DemandAafia_IsbTalks",0.02515488,0.0028202583,0.83737487,
"""This boy from Gaza was sniped by an Israeli sniper and no one was allowed to help him..
He BLED until he DIED..""",0.99762946,0.0052396148,0.0032684482,
"""If one actually listens to Shaykh Amad Jibrl's lectures with a sincere heart will know the hype.

Shaykh's explanation of Al-Ul Ath-Thalthah is one of the best, if not the best explanation one will find in English.

YouTube Link:",0.006872384,0.0034703158,0.99586076,
"""With the wave of Slander rising against the beloved Shaykh, May Allh not only reward him but may Allh increase their internal disputes and occupy them with it and guide the sincere ones among them.",0.94145066,0.0034396546,0.011699117,
"""Shaykh Ahmads name should not be used as a tool in someone elses argument. His positions should be addressed on their own terms, not through the lens of unrelated individuals. And those who wish to critique him should do so directly, with clarity and evidencenot by invoking the behaviour of others as a substitute.

In the end, the matter is simple, even if it has been made to appear complicated:

Address deviation where it exists.
Hold individuals accountable for their own words. And do not drag others into matters they are free from.

Anything less is not a defence of truthit is a departure from it.""",0.0021517763,0.027974756,0.97033006,
"""Absolute betrayal exposed! CNN's top journalist Christiane Amanpour confirms Iran and mediators were making real progress in peace talks, but Washington and Israel used the negotiations as a distraction to launch surprise wars the very next day. Total deception!",0.9973786,0.0044860006,0.0036976545,
"""I dont think people around the world realize how bad the attack on Lebanon was today. Its BAD. Like 9/11 BAD. Hospitals are overflowing and do not have enough blood. We still dont know what the death toll is.
This is TERRORISM. Pure and Simple.
April 8. Never forget.""",0.9974947,0.004785744,0.004088361,
"""BREAKING: Israel just MURDERED an Al Jazeera Reporter that just landed in Gaza

What the f*ck? This shit is just getting worse.",0.99749666,0.00487654,0.0035497402,
"""Breaking News 

One person has been killed by Israeli fire in Rsfah..""",0.9972384,0.005146648,0.0030094718,
"""Elderly cattle trader was brutally assaulted by the cow vigilantes for transporting cattle in Madhepura, Bihar.",0.9976356,0.0047461097,0.0035754596,
"""Starmer banned Kanye from the UK but granted this hate-filled grifter entry to incite violence against Muslims to a crowd of 100k+ people, including very young children.""",0.9975757,0.0048628184,0.004060529,
"""Sheikh Badr Al Turki",0.38939664,0.0013394494,0.38164604,המודל לא הצליח לקבל החלטה
"""Sheikh Badr Al Turki - The New Appointed Imam of Masjid Al Haram",0.7188516,0.00074530806,0.2172251,
"""""Every time your soul desires to sin...""",0.9977927,0.004383737,0.004115357,
"""The supplication of Shaykh Salih al-Luhaydan rahimahullah against Hizbushaytan in Lebanon.",0.0015748716,0.038839016,0.98687685,
"""The Anger of Allaah  and the angels on Qiyamah.

Narrated by Ka'b,    he said: 

""Indeed, on the Day of Judgment, Allah will look at His servant while He is angry and say: 'Seize him.' Then, a hundred thousand angels or more will seize him,

1/5""",0.98988885,0.0012438169,0.023767546,
"""A Powerful and Heartfelt Message for Everyone Struggling and Afflicted by Sin

Shaykh Sulayman Ar-Ruhayli",0.0043768683,0.005454616,0.99731064,
"Our Lord, forgive me and my parents and the believers the Day the account is established.""

[14:41]",0.997493,0.0037662042,0.004758911,
"It was reported that Harn ar-Rashd said:

I searched for 4 and found them in 4

1) I searched for disbelief and found it with the Jahmiyya

2) I searched for Kalm and found it with the Mutazila

3) I searched for lying and found it with the Rfida

4) I searched for truth and found it with the Ashb ul-Hadth",0.0053967214,0.0036606917,0.99449605,
"[Sharaf Ashb al-Hadth, 1/156]",0.83199483,0.0011320071,0.13282381,
"The Prophet  said: 

Whoever loves that he is pleased by his record (of deeds) should increase in seeking Allh's Forgiveness.",0.9874171,0.0010598162,0.039025657,
"Ibn al-Jawz said:

While reflecting on sins, I realised that it is not possible for anyone to ever commit a sin without using one of the blessings that Allah gave him.

[Sayd al-Khtir, pg 207]",0.99118644,0.0013777227,0.022465613,
"Yahya b. Muad said: 

The body becomes sick due to ailments, 
and the hearts become sick due to sins...",0.9966389,0.0030791468,0.005628079,
"So just as the body does not find pleasure in eating while it is sick, likewise the heart does not experience the sweetness of worship alongside sins.

[Dhamm al-Hawa]",0.96106833,0.0007880988,0.08613679,
May Allah   make us of those who reap the rewards of the winter nights.,0.997334,0.0039729076,0.00441311,
"""Missing Case.

Shaista Parveen (18) from Seemanchal has been missing for several days, @bihar_police to please help in finding her.",0.9939075,0.0027700183,0.0056038974,
"""   , ..........................",0.9975267,0.0048827054,0.0037767622,
"""  The terrorist organization FSB has decided to make another result out of the Crimean Tatars. Over the years of Crimeas annexation, the Russian regime has imprisoned and repressed so many men that it has now moved on to targeting women.",0.9976998,0.005246075,0.0035988397,
"""                     

#Bangladesh",0.99735534,0.005068335,0.0032943976,
"""",0.9950859,0.0076876148,0.0043346724,
"""",0.9950859,0.0076876148,0.0043346724,
"""                               

       ?",0.9968929,0.005744249,0.0030979426,
"""    ,             -,                          /",0.9971602,0.0045009903,0.0037800581,
"""                      ,",0.99699247,0.0051288093,0.0035211588,
"""                  ,       
     ()     1/4

#Hindutva Terror in Bangladesh",0.9975853,0.0047907634,0.0033688324,
"""   ,   ,  

  (,)    ' '  ,,    ...          /       ... (  )",0.99724483,0.004461811,0.0036408303,
"""   ,  ;            ,   ,      """,0.99715143,0.0040348284,0.0044342387,
"""      !

               

 -              

         ,             """,0.9968682,0.00515988,0.0034490102,
"""#Save_Bangladeshi_Muslims 

                          ,",0.99730253,0.0053537507,0.0030389156,
"""            ! 

       ,        

                            

      ,          ,                 

                  : ,       """,0.99709904,0.0047345534,0.0036106724,
"""How do you see that 6-7 year old Muslim children and disabled people are being #raped by #hindus every day? 

For the last 4-5 months, 1-2 incidents have been coming to light every day. Are these not the result of excessive minority appeasement? 

Or is it a message coming from #RSS. Why are our officials silent on this issue?""",0.9970161,0.0046686977,0.0036148385,
"""   !?",0.99707663,0.0059021907,0.0030656003,
"""   ,   ,  

    , ""    ...   !""          ,           '",0.9972736,0.004615404,0.0036902751,
"""An impressive book on medicine was written by the Hanbali scholar Jamal al-Din al-Surramarri, a student of Ibn Taymiyyah.

The book is full of valuable insights, but sadly its unpublished despite many surviving manuscripts. We ask Allah to bring it into the hands of readers soon",0.9961908,0.0024026472,0.007978157,
"""""Some Female Salafi Scholars! 

 Umm Abdullah bint Muqbil ibn Hadi Al-Wadi
 Umm Abdullah bint Abdullah Al-Wasabi
 Umm Abdullah Al-Wadiiya
 Umm Salama As-Salafiyyah
 Umm Asma bint Ali Jibreel

You wont find these women online or on camera. Out of modesty and fear""
""
--------------

One of the female scholars of our time which would be worthy of mentioning alongside the list is Shaykha Dr. Kmilah al-Kawr  

Her prolific work includes explanations on Hanbali texts such as Zd al-Mustaqni, al-Rawd al-Murbi, Rawdat al-Ndhir, as well as numberous shurh in aqdah, tafsr, and lugha.",0.004402641,0.0050062896,0.9971655,
"""",0.9950859,0.0076876148,0.0043346724,
"""Before Sahh al-Bukhr was compiled by Amr ul-Muminn Imm Bukhr, the title of The most Authentic book after the book of Allah was given to Imm Mlik ibn Anas. 

After Imm Bukhr came and compiled his Sahh - the title was given to his book",0.02919166,0.0019062517,0.9887905,
"""Abu Raj said: I saw Muhammad Ibn Hassan (al-Shaybn) in my sleep, so I said to him: 

What has Allah done with you? He said I have been forgiven 

I said: and Abu Ysuf? He said He is in a higher rank than me

I said: What has Allah done to Abu Hanfah? He said How far! He is in the highest of illyn (highest and most supreme level of Jannah)

[Narrated in al-Intiq of Ibn Abd Barr & by al-Dhahab in Manqib Ab Hanfah]""",0.0149644585,0.002004161,0.9778154,
"""Imm Muhammad Ibn Hassan al-Shaybn taught many people (who later became) from the Ulam. And from his prominent students: 

 Abu Sulaymn al-Jawzajn, the Hanaf, and the strictly adhered Athar. His chain goes back to Ab Hanfah and back to Abdullah Ibn Masd through Imm Muhammad. And he also took from Abdullah bin Mubrak. The Rziyayn spoke well of him and said he was a man of Sunnah. And his Takfr of Bishr al-Mris is recorded. And his adherence to the Madhab of Ab Hanfah is known

#athariyyah #hanafiyyah""",0.0010312501,0.045002863,0.9825501,
"""Shaykh Abdur Rahmn Hassan mentions Shaykh al-Shuwayers rislah and praises him in one of his lessons.

May Allah preserve them both.",0.0033110816,0.0066486537,0.99676454,
"""Shaykh Abdur Rahman Hassan mentions the double standards of some of the modern day muqallidn who blind follow contemporaries 

Same people ironically who bash those who adhere to Madhabs of taqld - when they themselves also do taqld, but just of contemporaries.",0.0037831168,0.7942753,0.24896474,jihad
"""Shaykh Mashr Hassan l Salmn with The Mufti of the Mamlaka presenting to him a book in which Shaykh al-Albn denounces and refutes irj and the Murjiah, and clarifies his positions.",0.002370229,0.010914732,0.9931331,
"""""Shaykh Al al-udhayf ( ): 

Advice to Ahl al-Sunnah Regarding Oppression, Upholding Truth and Loyalty to Personalities

Audio and translation:

""
--------------

Ibn Abbs    said regarding the verse, And do not think that Allah is unaware of what the wrongdoers do

This is a consolation for the [one] wronged, and a severe warning for the wrongdoer [Tafsr al-Qurtub]

They spent years attacking, warning, accusing, insulting, backbiting and turning their blind followers against this noble man. And not just him, others from the smallest of teachers to the most senior of scholars. They have done so much damage to the youth 

However.Years on, these noble ones are still shining away with their teaching of knowledge, benefitting the ummah, whilst those who oppressed them are now fighting amongst each other. May this serve as a lesson.",0.0043835184,0.004078628,0.9956033,
"""Why the Hanafs consider the opening takbr a condition of the prayer as opposed to the majority who consider it a pillar?

Gems of Fiqh, from Shaykh Abdul Karm al-Khudayrs dars on the Description of the Prophets Prayer.",0.010224013,0.0026992294,0.99466646,
"""Sheikh Abdul Karm al-Khudayr, may Allah preserve him, said:

""Unfortunately, we see some individuals who affiliate themselves with the study of knowledge, but their main concern is Jarh and Tadl, which are unnecessary and from which NO usefulness comes. We see that their words and discussions focus exclusively on the honor of GOOD people, while evildoers remain spared.""

Explanation by Kitab Al Fitan, page 94""",0.038062118,0.0014606905,0.89343196,
"""Ahmad, the son of the Noble Allma Abdul Karm al-Khudayr narrated about Shaykh Abdul Azz Ibn Bz (his fathers aunts husband) 

His Eminence the Sheikh Ibn Bz - may Allah have mercy on him - had a slave girl named Warda. When he freed slaves worldwide, they told her about it, so she refused to leave the Sheikhs house (as she didnt want to be freed). 

She remained with him, honored and respected, and he treated her like his own daughter. He provided her with a special residence inside his house. I used to see her in the last years of her life sitting on the balcony of the house, and she had a maid assigned to her, until she died - may Allah have mercy on her - about 30 years ago

May Allah have mercy upon Shaykh Ibn Bz.""",0.02971142,0.0015944253,0.9651288,
"""Hanbilah: their praise and defences of Imm Ab Hanfah al-Numn   

""",0.15167913,0.0070795557,0.17070714,המודל לא הצליח לקבל החלטה
"""Shaykh Saleh al-Fawzan recommending students read the book of Saleh al-Munajjid saying it is well needed and praising Allaah for making him an aider of the haqq
 """,0.0033318156,0.006143336,0.9971764,
"A rare photo of Shaykh Slih al-Luhaydn   with his close friend and companion who he studied with and shared scholarly circles with, Shaykh Abdullah Ibn Jibrn   

This was before Ibn Jibrns death, surprisingly, al-Luhaydn somehow didnt know he was an",0.006620145,0.0033647232,0.99661994,
"""""Below are 3 old images of the Kibr ulama in their younger years

 the first: Shaykh Slih al-Luhaydn  
 the second: Shaykh Abdullah Ibn Jibrn   
 the third: Muft Abdul Azz l al-Shaykh   

Shaykh Slih and Shaykh Ibn Jibrn where to discuss with each other a difference on a fiqhi issue with Mufti Abdul Azz present between them.""
""
--------------

A young Luhaydn with a young Ibn Jibrn and a young Abdul Azz l Shaykh.",0.0025667313,0.012174528,0.99509287,
""" BREAKING: Tanker traffic through the Strait of Hormuz has been HALTED by Iran, after the Iranians accuse Israel of breaking the ceasefire",0.9976992,0.0044406005,0.0038521583,
"""Another American lie falls apart. ""We're sending in JD chungus this time, not the Epstein Jew Lobby twins. SIKE, we're sending them in again!""""",0.9946509,0.007385613,0.0031253803,
"""Why don't you cry and record a song about another country destroyed by your American masters?""",0.9977309,0.004161123,0.0044001066,
"""It's abundantly clear that Zionists (Jews and their non-Jewish Evangelicuck goyim like Huckabee) run this administration and many of America's institutions.""",0.9973955,0.0047443802,0.0034427976,
"""Every Leftist philosemite who denies ZOG's existence needs to be strung up from a crane.

Pakistan OUTRIGHT SAID LEBANON WAS PART OF IT. He literally flipped only now, hours after Israelis threw a giant bitch fit about it.""",0.9970005,0.006288326,0.0028668682,
"""Les juifs marocains vous tes du ct Ziyech ou Ben Gvir ?""",0.9908783,0.0047373534,0.0050150026,
"""the arabic language which im sure all these british daees know",0.9971867,0.0045406315,0.0036325457,
"""",0.9950859,0.0076876148,0.0043346724,
"""""Why don't Palestinians lay down their arms?""

When Palestinians disarmed in 1982 in Lebanon, Israel encircled their refugee camps, closed all entrances &amp; exits, &amp; sent in proxy militias to slaughter, r@pe, stab, disembowel, &amp; slit the throats of over 3,500 women, children &amp; men",0.9971643,0.0059807156,0.0026671877,
"""Incredible how brainwashed Israelis are into believing ""Israel never started any wars""

In 1956, Israel started a war against Egypt over Egypt's own sovereign decision to nationalize its own Suez Canal that is in Egyptian territory

In 1967, Israel started a surprise attack that wiped out Egypt's air force then cited a lame excuse that Nassir's *partial* redundant & meaningless blockade on Aqaba was a ""declaration of war"".

But wouldn't that destroy Israel's own argument that Oct 7 was an ""unprovoked attack"" & ""there was a ceasefire on Oct 6"" when they've been imposing a *total* suffocating blockade on Gaza for 17 YEARS before Oct 7?

In 1978, Israel invaded & occupied the south of Lebanon, using the PLO's presence there as a pretext

In 1982, Israel started a war on Lebanon again, aimed to thwart a ""Palestinian peace offensive"", as Israel's own Avner Yaniv called it in ""Dilemmas of Security"".

Yaniv explained that the PLO was becoming too moderate & rising to International respectability & that it was waging with Arab states a ""peace offensive"" when the Arab League made in 1981 the most generous peace offer ever made to Israel; i.e. full normalization between Israel & the entire Arab world in return for giving Palestinians 22% of their land.

Yaniv admits that Israel had to use crushing force in Lebanon to weaken the PLO's moderates & strengthen the hardliners.

In 2008, Israel started a war on Gaza with a surprise attack on 160 ""targets"" that killed 230 Palestinians, despite a ceasefire agreement with Hamas!

In 2012, Israel launched an unprovoked war on Gaza killing the very Hamas leader in charge of maintaining calm & quiet for Israel, prompting Haaretz's editor in chief to say ""we killed our subcontractor in Gaza"". That Hamas leader was in the middle of advancing a permanent ceasefire proposal when Israel decided to kill him & start another war!

In 2014, Israel started another unprovoked war on Gaza to destroy an intra-Palestinian reconciliation agreement. Netanyahu exploited the World Cup occupying the World's attention. He also exploited an incident in the West Bank where 3 Israelis were abducted & killed to knowingly lie & claim that those Israelis had been ""smuggled into Gaza"" (psychically impossible).

That war lasted 51 days in which Israel bragged about sending ""parts of Gaza back to the stone age"".

In between those wars, Israel launched dozens of ""military operations"" (aka high tech killing sprees).

In 2024, Israel unilaterally invaded Syria & occupied an area twice the size of Gaza, despite the fact the new Syrian gov never fired a single bullet on Israel or even threaten to do so!""",0.9964659,0.006827087,0.0026321206,
"""Would Israel have still carried out its Gaza genocide & gotten full US support if October 7 had NEVER happened?

I've been asking myself this a lot. The Iran war shows the answer to be a most definitive YES.

Unprovoked aggression as immediate as a deal was so close? Israel did this in Gaza in 2012 when Ahmad Jaabari (Hamas' top negotiator) was finalising a permanent ceasefire deal. They bombed him immediately.

Israel did it again in 2014, when Hamas & Fatah signed a Palestinian unity agreement. Another unprovoked aggression applauded by the US & Europe.

There was no Oct 7 back then, & still Israel ""turned major parts of Gaza back to the stone age,"" as Israel's own Defence Minister Benny Gantz bragged. The destruction was so insane, the Red Cross chief Peter Maurer said upon ivisting Gaza ""I've never seen such destruction before.""

Israel also did it to Gaza in December 2008; despite a ceasefire signed a few months before. That war's goal was ""to punish, humiliate & terrorize Gaza's civilian population,"" the UN concluded.

In fact, a few days before Oct 7, the Israeli government was openly debating attacking Gaza & carrying out assassinations against Hamas leaders, despite a clear ceasefire agreement.

Israel back then was living an unprecedented national crisis b/c of Netanyahu's ""legal coup"". Israeli society was so divided; tens of thousands of Israelis left reserve duty in the army, airforce, intel, Mossad...etc. Hundreds of thousands of Israelis were on the street weekly either against Netanyahu or in support of him. There were serious worries about civil war or a ""two state solution"" inside Israel"". The economy was deteriorating...

The Israeli government's natural choice would've been to start a war to reunite the Israeli public & suppress the demonstrations & waves of resignation in the army. Lebanon or Iran would've been too big of a target to pick up on. Gaza has always been the ""experimentation field""  the ""civilized world"" had long decided to give Israel a free hand in to do whatever it wants.

Israel's genocide in Gaza is the natural culmination of the Zionist movement; a final war to finish off the Palestinian question has long been advocated openly by Israeli military generals & politicians. A ""second Nakba"" was repeatedly promised to us by Netanyahu's government.

But would Israel's genocide have been as intense & atrocious if Oct 7 never happened? Perhaps not, but close! The Dahiya doctrine that Israel had used repeatedly in Gaza in previous wars wasn't any less atrocious (i.e. the full destruction of entire neighbourhoods & towns).

We actually got a glimpse of Israel's genocide in 2021, two yeas before Oct 7. In that 11 day war, Israel was carpet bombing neighbourhoods & obliterating high rise buildings with the explicit goal of terrorizing the population in Gaza.

But would Israel's genocide have still enjoyed the level of Western complicity it did if Oct 7 didn't happen? Most definitely! Iran was bombed twice by Israel within 12 months, each time Europe rushed to literally condemn Iran for getting bombed by Israel.

They wouldn't have had any difficulty rehashing their old talking points ""Israel left Gaza & got rockets in return"" & ""Khamas tunnels are an existential threat"".

The game was always rigged from the start!""",0.9977071,0.0042537586,0.0037063144,
""" Clown Prince Reza Pahlavi has unfollowed Trump and Netanyahu.",0.99731714,0.0050012637,0.0030908524,
"""Javad Zarif and his co-conspirators MUST be arrested for treason.

He writes OpEds for hostile enemy media offering capitulations in the middle of war, undermining the war effort and undercutting those who sacrificed their lives for Iran's independence from Washington's dictats.

This is a paramount matter of national security.""",0.47391155,0.6762401,0.0030268708,jihad
""" If Israel violates the ceasefire, Iran will withdraw from the agreement

A knowledgeable source told Tasnim News Agency: Iran is considering withdrawing from the ceasefire agreement if Israel continues to violate it through ongoing attacks on Lebanon. Iran is reviewing the possibility of exiting the ceasefire agreement due to continued violations by the Israeli regime in its attacks on Lebanon.

The informed source added that stopping the war on all fronts, including against the heroic Islamic Resistance in Lebanon, was part of the two-week ceasefire plan accepted by the United States, but the Israeli regime, since this morning, has carried out brutal attacks against Lebanon in clear violation of the ceasefire.

According to the source, while the possible withdrawal from the ceasefire plan is being considered, Irans armed forces are also determining targets in response to todays alleged aggressions by the Israeli regime against Lebanon.

He emphasized: If the United States cannot control its rabid dog in the region, Iran will exceptionally help it in this regardby force.""",0.99733716,0.0051177577,0.0035289442,
"""They were beating up a 13 year old girl and are planning on EXECUTING HER. USE YOUR VOICES THIS CANT CONTINUE""",0.9977869,0.0051328447,0.0035990227,
"""absolute meltdown on zionist twitter lmao",0.99709046,0.005069894,0.0031369033,
"""Lapid confirmed. Israel was not at the negotiations table. Thats what is driving Netanyahu insane. Iran insisted on including Lebanon and the US approved without consulting him. Now hell risk the entire deal trying to save face",0.9964005,0.005962651,0.0030082662,
"""AUBMC Blood Bank is currently in need of all blood groups.
We welcome donors every dayfrom 8:00 am to 4:00 pm. 
Your donation can make a difference.

                .

     8:00    4:00  .

    .""",0.9973923,0.0039232876,0.0043287557,
"""Theyre taking down buildings without warning with people inside all across Beirut, this is devastating, its criminal. 

This is demonic.""",0.9974986,0.0050554317,0.0032818895,
"""If Salahuddin Ayyubi were alive to liberate Al-Quds, he would first start with countries like the UAE.""",0.38157362,0.57585466,0.0028592139,jihad
"""I am in @CAGEintl. as a senior director.

I was in Gitmo 25 years ago, but  I have a clean record. 

You, on the other hand, have convictions for assault, resisting arrest, mortgage fraud, passport fraud, illegal immigration, public order, drug possession, stalking, contempt of court, and you've been imprisoned three times.

You forced me to set you straight when you couldn't hack a few days of solitary in Belmarsh and tried to get sympathy by comparing it to #Guantanamo. 



Geoffrey #Epstein celebrated your release.

I'd sit this one out, Tommeh.""",0.9857767,0.0068497146,0.0045900103,
"""Therefore, when Al Hafiz Bootlaq al Madkhali was asked if someone who has licked 100,000 boots may give fatawa, he replied no.
200,000 boots?
He said no
300,000 boots?
Still no
400,000 boots?
Then he said, ""perhaps""
Do you see how serious the matter of licking boots is, ya ikhwa!",0.89718884,0.0043024793,0.015823783,
"""30 yrs aftr Norman Finkelstein wrote this article, First the Cherokee, now the Palestinian, nothing has changed. Current Affairs re-released the essay, which shows the similarities between tactics used against my Cherokee ancestors and Palestinians today.",0.99761707,0.0038829637,0.004382387,
"""Just waiting for @SenatorWong to condemn this. Any time now Im sure.""",0.99675035,0.004881054,0.0034494395,
"""Pakistan successfully mediating between US and Iran",0.9977597,0.0048258016,0.0037731382,
"""This is just too funny  

Trump's justification for extending his deadline by 2 weeks is that Pakistan's Prime Minister ""requested"" it. 

But when you look at the edit history of the post in question by Pakistan's PM, where he ""requests"" the extension, it's painfully obvious it was sent to him by the White House since he first stupidly posted it with the mention ""Draft - Pakistan's PM Message on X""  """,0.99753284,0.0042399457,0.00372976,
"""Traitors:

Ben Shapiro
Ted Cruz
Mark Levin
Laura Looney
Lindsey Graham
John Thune
Mike Johnson
Tom Cotton
Sean Hannity
Josh Hammer
Dave Rubin
Randy Fine
Pam Bondi
Brandon Tatum
Mike Huckabee
Trash Patel
Jack Posibiec
Catturd
Donald Ronald McDonald Trump 

Who did I forget?""",0.9949799,0.0047124326,0.0042382632,
"""Israelis beat his wife to death last night.""",0.9974227,0.0051139137,0.003392089,
"""While bombing universities and power plants in Iran, Israel found time to blow up the towns of Naqoura and Taybeh in Southern Lebanon 

Terrorist multi tasking",0.99757534,0.0047447714,0.003461454,
"""There are two types of crimes in Australia, right now:

1. Actual war crimes

2. Wearing a t-shirt""",0.99769455,0.0048225857,0.003700809,
"""",0.9950859,0.0076876148,0.0043346724,
"""Oh, this is unbelievable. The edit history on this tweet shows that Pakistan Prime Minister Shehbaz Sharif originally copied and pasted everything he was sent, including:

""*Draft - Pakistan's PM Message on X*""

Now, obviously, Sharif's own staff don't call him ""Pakistan's PM,"" they would just call him prime minister. The U.S. and Israel, of course, would call him ""Pakistan's PM."" 

Would be funny if the fate of the world wasn't hanging in the balance.""",0.9961234,0.0045029284,0.0035488026,
"""Let the record reflect that not one former living president denounced Trumps genocidal pledge to destroy an entire civilization 

Like Obama, theyre inconsequential moral cowards who worry in the back of their minds about being held accountable for their own war crimes""",0.99780875,0.0050726626,0.0034121138,
"""BREAKING:  Greta Thunberg just eviscerated Trump for his comments about wiping out an entire civilization, dropping multiple F-bombs in the process. 

""The President of the United States just said that a whole civilization will die tonight and never to be brought back again and no one is reacting. This speaks for itself, what the f--k is anyone even doing at this point? We have normalized genocide, total annihilation of entire people, the systematic destruction of the biosphere which we are all depending on to survive, and that corrupt racist war criminals can act with complete impunity. But even though we have allowed far too much so far, it is not too late to say 'stop!' If we dont, we shouldnt f--king be able to call ourselves human""""",0.99696857,0.00442192,0.0041041193,
"""25th Amendment NOW
25th Amendment NOW
25th Amendment NOW
25th Amendment NOW
25th Amendment NOW
25th Amendment NOW
25th Amendment NOW
25th Amendment NOW
25th Amendment NOW
25th Amendment NOW
25th Amendment NOW
25th Amendment NOW
25th Amendment NOW
25th Amendment NOW
25th Amendment NOW
25th Amendment NOW
25th Amendment NOW
25th Amendment NOW
25th Amendment NOW
25th Amendment NOW
25th Amendment NOW""",0.9975313,0.0046829046,0.0036792972,
"""To the citizens and residents of Saudi Arabia, the UAE, and Bahrain, and to our Palestinian brothers and sisters residing in the occupied city of Jaffa (Tel Aviv):

An urgent warning will be issued soon. Stay tuned.""",0.99728,0.0046331957,0.0035521444,
"""It's a pity we won't be able to get online in the nuclear holocaust because I'd love to hear one or two more British politicians condemn Kanye West's tweets.""",0.9975637,0.0047725625,0.003826741,
"""DO ANY GENERALS HAVE ANY HONOR AND MORALITY""",0.9976955,0.0045025884,0.0036395504,
""" Treatment Plan and Cost Update
 Only 10,000 remain separating Mustafa from life  everything is ready for travel

 Current situation (urgent appeal):

Mustafa and his family are now in Sanaa, and all documents are ready. We are only waiting for the remaining amount to complete the travel tickets. Every passing day represents an additional challenge to Mustafas health.

 Mustafas condition is critical:
Doctors have confirmed that his condition cannot tolerate delay, and urgent travel is his only chance of survival.

Every day without treatment = greater risk to his life.

Dear compassionate hearts

We inform you of the latest field and financial updates, and the steps that have been achieved thanks to your continuous support over the past months to save the life of baby Mustafa.
We also inform you of the latest field and financial developments, and the steps that have been achieved thanks to your continuous support over the past months to save the life of baby Mustafa.

 Updated treatment plan and actual costs:

 Where the first 5,000 was spent:

Your generosity had a tangible impact in preparing all conditions, as expenses included the following:

 Medical care: 

Providing necessary medications and conducting regular examinations to maintain Mustafas stable health condition.

 Official documents: 

Starting the issuance of personal ID cards and passports for Mustafa and his parents to ensure their ability to travel internationally (we will publish passport photos in a later update once received).

 Stability and logistical arrangements: 

Moving Mustafa and his family from their village to Sanaa, and renting a temporary house to ensure they are close to government offices and hospitals to complete all arrangements.
Based on coordination with hospitals in India and current travel costs:

 15,000: Full surgical operation (surgery + advanced tests + medications + intensive care + hospital stay)

 5,000: International travel costs (2 ways) (Yemen  Jordan  India)

 5,000: Necessary living expenses for 3 months during the treatment and recovery period

 Remaining to close the case:

By the grace of God and your generosity, only 10,000 remains to start the journey of hope and immediately begin travel procedures.

 Final appeal:

Your support today is the lifeline that Mustafa is waiting for.

If you are unable to donate, please share this post, as it may reach someone who can save his life.

 And whoever saves a life, it is as if he has saved all of mankind.

[",0.97072756,0.0018942181,0.025398692,
"""""Theyre so castrated, they remove their best just to push their Israeli master to power and then bootlick their yahudi mukhabarat and cry when people expose them for who they are

Dajjalic people, hope they get ruled by azariqah type leaders. Was Hayydar cooking??? 
""
--------------

Orange cunt thinks the same too",0.21042682,0.75876755,0.0033936643,jihad
"""""London has its own unique feeling""
""
--------------

Indeed :)",0.9972416,0.00441953,0.004313031,
