Tweet ID,Text,Final Decision,Assigned To,Label_Lior,Reasons_Lior,Label_eden,Reasons_eden,Label_lior,Reasons_lior,Label_ofek,Reasons_ofek,Label_אורי כהן,Reasons_אורי כהן,Label_אוריכהן,Reasons_אוריכהן,Label_אילון כהן,Reasons_אילון כהן,Label_אריאל כהן,Reasons_אריאל כהן,Label_בנימין ווליך,Reasons_בנימין ווליך,Label_הודיה עופרי,Reasons_הודיה עופרי,Label_הילי חכמי,Reasons_הילי חכמי,Label_זיו חסון,Reasons_זיו חסון,Label_כיתה,Reasons_כיתה,Label_ענה-יה אך,Reasons_ענה-יה אך,Label_צבי גופרי,Reasons_צבי גופרי,Label_תומר חוכימה,Reasons_תומר חוכימה,Eli,source_file,normalized_text
k56oqge8w,Son waffen,Salafi jihadi,ענה-יה אך,,,,,,,,,,,,,,,,,,,,,,,,,,,Salafi jihadi,ז. תמיכה בארגוני טרור; ג. קריאה לג׳האד התקפי (לא הגנתי),,,,,,python/tweetsFromSite/tweets_from_site5.csv,Son waffen
wcwxb2xx5,"Spill Muslim bloodno problem. 

Spill their oilthey will go to war.",Irrelevant,צבי גופרי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Irrelevant,,,,,python/ELI/all_tweets.xlsx,Spill Muslim bloodno problem. Spill their oilthey will go to war.
kyyk0nttt,"Spubs Shaykh Nizar bin Hashim al-Abbas has a whole audio about current affairs including A warning against the Emirati state.

Why isnt Nizar an Ikhwani Qutbi Khariji Sururi Takfiri for this? He was making Du'a for the Emirates back in 2016, what changed?",Salafi jihadi,הילי חכמי;אריאל כהן,,,,,,,,,,,,,,,Salafi jihadi,ביקורת על סלאפים תקלידיים,,,,,Salafi jihadi,ביקורת על סלאפים תקלידיים,,,,,,,,,,,,python/ELI/all_tweets.xlsx,"Spubs Shaykh Nizar bin Hashim al-Abbas has a whole audio about current affairs including A warning against the Emirati state. Why isnt Nizar an Ikhwani Qutbi Khariji Sururi Takfiri for this? He was making Du'a for the Emirates back in 2016, what changed?"
djxl4yhth,"Stand Firm Upon The Truth 
Shk. Rabee' (rahimahullh):
'For indeed, the truth is above all and greater than all...'",Salafi taklidi,צבי גופרי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salafi taklidi,,,,,python/ELI/all_tweets.xlsx,"Stand Firm Upon The Truth Shk. Rabee' (rahimahullh): 'For indeed, the truth is above all and greater than all...'"
rio7fkh95,"Statement of Salman al-Farisi    

Imam al-Albani",Irrelevant,בנימין ווליך,,,,,,,,,,,,,,,,,Irrelevant,,,,,,,,,,,,,,,,,python/ELI/all_tweets.xlsx,Statement of Salman al-Farisi Imam al-Albani
l2pfho9n6,"Stormed at with shot and shell
Boldly they rode so well
Into the jaws of death
Into the mouth of hell
Rode the GIS

- Gamal Abdel Nasser",Irrelevant,בנימין ווליך,,,,,,,,,,,,,,,,,Irrelevant,,,,,,,,,,,,,,,,,python/ELI/all_tweets.xlsx,Stormed at with shot and shell Boldly they rode so well Into the jaws of death Into the mouth of hell Rode the GIS - Gamal Abdel Nasser
uhjdk93uo,"Sufyn al-Thawr said:

    

The people are pleased with narrating hadth and have left action [i.e acting upon the ahdth]

[Iqtid al-Ilm al-Aml, no.136]",Irrelevant,צבי גופרי;הילי חכמי,,,,,,,,,,,,,,,,,,,,,Salafi taklidi,,,,,,,,Irrelevant,,,,,python/ELI/all_tweets.xlsx,"Sufyn al-Thawr said: The people are pleased with narrating hadth and have left action [i.e acting upon the ahdth] [Iqtid al-Ilm al-Aml, no.136]"
32ye24eme,"Sufyn b. Uyaynah   said:

 If Allah   did not conceal (our shortcomings), we would not sit with one another.",Irrelevant,צבי גופרי;הילי חכמי,,,,,,,,,,,,,,,,,,,,,Salafi taklidi,,,,,,,,Irrelevant,,,,,python/ELI/all_tweets.xlsx,"Sufyn b. Uyaynah said: If Allah did not conceal (our shortcomings), we would not sit with one another."
q5p6pl4ch,"Sunan Abi Dawud 2504:Use your property, your persons any your tongues in striving against the polytheists.

For anybody who thinks we can't boycott",Irrelevant,אריאל כהן;ענה-יה אך,,,,,,,,,,,,,,,Irrelevant,,,,,,,,,,,,Irrelevant,,,,,,,python/ELI/all_tweets.xlsx,"Sunan Abi Dawud 2504:Use your property, your persons any your tongues in striving against the polytheists. For anybody who thinks we can't boycott"
u5jwzivf7,Sunan Ibn Majah 3850,Irrelevant,צבי גופרי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Irrelevant,,,,,python/ELI/all_tweets.xlsx,Sunan Ibn Majah 3850
s4q7cx5um,"Supplicate! Supplicate! Supplicate! on this Final & Last Night of Raman

Alongside Afuww (Pardon), What Should one Ask Allh for on Laylatul Qadr?

An All Encompassing Dua of the Prophet  that highlights the Fiqh of ishah (raiAllhu Anh)",Irrelevant,אילון כהן;בנימין ווליך,,,,,,,,,,,,,Irrelevant,,,,Irrelevant,,,,,,,,,,,,,,,,,python/ELI/all_tweets.xlsx,"Supplicate! Supplicate! Supplicate! on this Final & Last Night of Raman Alongside Afuww (Pardon), What Should one Ask Allh for on Laylatul Qadr? An All Encompassing Dua of the Prophet that highlights the Fiqh of ishah (raiAllhu Anh)"
wxv2ptm59,Surah tawbah in taraweeeh hits different,Irrelevant,ענה-יה אך;הודיה עופרי,,,,,,,,,,,,,,,,,,,Irrelevant,,,,,,,,Irrelevant,,,,,,,python/ELI/all_tweets.xlsx,Surah tawbah in taraweeeh hits different
,"TRUMP HUMILIATED MBS - Bin Salman Destroyed
#donaldtrumpisrael #saudi @MuslimSkepticHQ @sorenascence @jalalayn @AbuTaymiyyahMJ @MiddleEastEye @Ahmed_hassan_za @HATzortzis @BroHajji @YasirAlHanafi @HassanShibly",Salafi jihadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,python/ELI/all_tweets.xlsx,TRUMP HUMILIATED MBS - Bin Salman Destroyed #donaldtrumpisrael #saudi @MuslimSkepticHQ @sorenascence @jalalayn @AbuTaymiyyahMJ @MiddleEastEye @Ahmed_hassan_za @HATzortzis @BroHajji @YasirAlHanafi @HassanShibly
gdllka7ru,"Tafseer, Palestine Update &amp; Q&amp;A 
 Today @ 1PM UK  All welcome!
  Sheikh Muhammad Al- Massari
 Zoom: 
 ID: 744 6271 2970 |  Pass: hello
 Surah Ash-Shu'araa: 
 YouTube:,70.0",Irrelevant,הילי חכמי;ענה-יה אך,,,,,,,,,,,,,,,,,,,,,Salafi jihadi,ו. תמיכה או ציטוט של דמויות סלפיות ג׳האדיות מוכרות,,,,,Salafi jihadi,ז. אחר,,,,,,python/ELI/all_tweets.xlsx,"Tafseer, Palestine Update &amp; Q&amp;A Today @ 1PM UK All welcome! Sheikh Muhammad Al- Massari Zoom: ID: 744 6271 2970 | Pass: hello Surah Ash-Shu'araa: YouTube:,70.0"
,"Takfr needs to be balanced - we should be neither too lenient nor too extreme and hasty in judgement - as both will be punished for.

By excusing awght, mushrikn and murtaddn you risk your Islm and may fall under the principle:,16.0",Salafi jihadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,python/ELI/all_tweets.xlsx,"Takfr needs to be balanced - we should be neither too lenient nor too extreme and hasty in judgement - as both will be punished for. By excusing awght, mushrikn and murtaddn you risk your Islm and may fall under the principle:,16.0"
jzctsjl17,"Taliban are the brothers of the Shia murtadin, shia Rafidha especially the Iranians are known for their enmity for the mother of the believers Aisha RA,  the Sahabah, and their major shirk,  yet these shameless ppl give condolences anytime a biggest shia kafir dies in Iran.",Salafi taklidi,הודיה עופרי,,,,,,,,,,,,,,,,,,,Salafi taklidi,,,,,,,,,,,,,,,python/ELI/all_tweets.xlsx,"Taliban are the brothers of the Shia murtadin, shia Rafidha especially the Iranians are known for their enmity for the mother of the believers Aisha RA, the Sahabah, and their major shirk, yet these shameless ppl give condolences anytime a biggest shia kafir dies in Iran."
jc69qo1yz,"Talq ibn Habb said:

The rights of Allah   are too numerous for His servants to fulfill, and His blessings are too numerous to be counted, so enter your mornings in a state of devout obedience, and enter your evenings in a state of repentance.

[Imam Ahmad, Kitab az-Zuhd]",Irrelevant,זיו חסון;בנימין ווליך,,,,,,,,,,,,,,,,,Irrelevant,,,,,,Irrelevant,,,,,,,,,,,python/tweetsFromSite/tweets_from_site5.csv,"Talq ibn Habb said: The rights of Allah are too numerous for His servants to fulfill, and His blessings are too numerous to be counted, so enter your mornings in a state of devout obedience, and enter your evenings in a state of repentance. [Imam Ahmad, Kitab az-Zuhd]"
ws639t1ku,"Talq ibn Habb used to say in his Du:

O Allah, establish for the Muslims a rightly guided affair, in which Your ally (wal) is honoured, Your enemy is humiliated, disobedience to You is stopped, and obedience to You is acted upon.

[Imm Ahmad, Kitb az-Zuhd]",Irrelevant,הילי חכמי;אריאל כהן,,,,,,,,,,,,,,,Irrelevant,,,,,,Salafi jihadi,ח. אחר,,,,,,,,,,,,python/ELI/all_tweets.xlsx,"Talq ibn Habb used to say in his Du: O Allah, establish for the Muslims a rightly guided affair, in which Your ally (wal) is honoured, Your enemy is humiliated, disobedience to You is stopped, and obedience to You is acted upon. [Imm Ahmad, Kitb az-Zuhd]"
3csrvvva3,"That said 
Im not saying open a chicken shop or dont study engineering or dont work for a non Muslim (as long as he and his company is not at war with Muslims) but these scenarios are fairytales 
We have to tell the ppl that the moment we trynna be independent theyll kill us",Irrelevant,הודיה עופרי,,,,,,,,,,,,,,,,,,,Irrelevant,,,,,,,,,,,,,,,python/ELI/all_tweets.xlsx,That said Im not saying open a chicken shop or dont study engineering or dont work for a non Muslim (as long as he and his company is not at war with Muslims) but these scenarios are fairytales We have to tell the ppl that the moment we trynna be independent theyll kill us
hxruak1pg,The Blood Of A Muslim! - Prophetic Constitution of Medina by Al-Mass'ari  via @YouTube,Irrelevant,צבי גופרי;אריאל כהן,,,,,,,,,,,,,,,Salafi jihadi,ו. תמיכה או ציטוט של דמויות סלפיות ג׳האדיות מוכרות,,,,,,,,,,,,,Irrelevant,,,,,python/ELI/all_tweets.xlsx,The Blood Of A Muslim! - Prophetic Constitution of Medina by Al-Mass'ari via @YouTube
yl60beeea,"The CENTCOM has published footage of the US military HIMARS firing ""ATACMS"" Missiles towards 3 Iranian TEL's, including that of what is presumably ""Kheibar Shekan"" &amp; ""Fateh-110"" MRBMs, and 1 VHF Radar, laced via USAF ""MQ-9A"" UAV, during Operation ""Epic Fury"" over the past day.,",Irrelevant,ענה-יה אך;הודיה עופרי,,,,,,,,,,,,,,,,,,,Irrelevant,,,,,,,,Irrelevant,,,,,,,python/ELI/all_tweets.xlsx,"The CENTCOM has published footage of the US military HIMARS firing ""ATACMS"" Missiles towards 3 Iranian TEL's, including that of what is presumably ""Kheibar Shekan"" &amp; ""Fateh-110"" MRBMs, and 1 VHF Radar, laced via USAF ""MQ-9A"" UAV, during Operation ""Epic Fury"" over the past day.,"
dlip0s3tk,"The False Gods Are Dead Shirk Exposed |ClickDEEN360  via @YouTube,",Irrelevant,צבי גופרי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Irrelevant,,,,,python/ELI/all_tweets.xlsx,"The False Gods Are Dead Shirk Exposed |ClickDEEN360 via @YouTube,"
njzod8clf,"The Fitnah of Wealth

Shaykh Abu Atiyyah",Salafi taklidi,הילי חכמי;ענה-יה אך,,,,,,,,,,,,,,,,,,,,,Salafi taklidi,,,,,,Salafi taklidi,,,,,,,python/ELI/all_tweets.xlsx,The Fitnah of Wealth Shaykh Abu Atiyyah
sfocw0o4y,"The IDF has also advanced towards 'Blida', with no reported ground resistance. Nearby, the IDF has expanded from it's established foothold on the hills facing 'Aitaroun', towards its outskirts.,",Irrelevant,צבי גופרי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Irrelevant,,,,,python/ELI/all_tweets.xlsx,"The IDF has also advanced towards 'Blida', with no reported ground resistance. Nearby, the IDF has expanded from it's established foothold on the hills facing 'Aitaroun', towards its outskirts.,"
ogmlunstj,"The IDF has begun it's ground operations in southern Lebanon amidst Operation ""Roar of the Lion"" on Iran.,",Irrelevant,אריאל כהן,,,,,,,,,,,,,,,Irrelevant,,,,,,,,,,,,,,,,,,,python/ELI/all_tweets.xlsx,"The IDF has begun it's ground operations in southern Lebanon amidst Operation ""Roar of the Lion"" on Iran.,"
vuilzjsge,"The IRGC has attacked the US Consulate in the UAE's city of Dubai.

 Coordinates:
2515'49.58""N 5518'43.89"",",Irrelevant,ענה-יה אך,,,,,,,,,,,,,,,,,,,,,,,,,,,Irrelevant,,,,,,,python/ELI/all_tweets.xlsx,"The IRGC has attacked the US Consulate in the UAE's city of Dubai. Coordinates: 2515'49.58""N 5518'43.89"","
5oe8v36c3,"The Importance of knowing the people of innovation.

Sh Muhammad Ramzan al-Hajiri

Unfortunately the manhaj of Tamyi is being spread because they wanted to counter the Ghulaat. Now we have two extremes, may Allah protect us",Salafi taklidi,זיו חסון,,,,,,,,,,,,,,,,,,,,,,,Salafi taklidi,,,,,,,,,,,python/ELI/all_tweets.xlsx,"The Importance of knowing the people of innovation. Sh Muhammad Ramzan al-Hajiri Unfortunately the manhaj of Tamyi is being spread because they wanted to counter the Ghulaat. Now we have two extremes, may Allah protect us"
0d537aw2k,The Land of Tawheed,Irrelevant,זיו חסון,,,,,,,,,,,,,,,,,,,,,,,Irrelevant,,,,,,,,,,,python/ELI/all_tweets.xlsx,The Land of Tawheed
4ggrfnghu,"The Legacy of Shaykh Ehsan Elahi Zahir and his war against the Rafidha!

Sh. Ibrahim Al-Muhaymid",Salafi taklidi,אילון כהן,,,,,,,,,,,,,Salafi taklidi,,,,,,,,,,,,,,,,,,,,,python/ELI/all_tweets.xlsx,The Legacy of Shaykh Ehsan Elahi Zahir and his war against the Rafidha! Sh. Ibrahim Al-Muhaymid
65ci1svv9,The Madkhalis are h*rny and  Rise up and discuss (pls dont). @ameeniooo This is the students and product of Shamsi and SPUBS. Is this how you refute Khawarij ? By engaging in the same filth that Allah destroyed entire nations for ? #salafi #salafiyyah,Salafi jihadi,אריאל כהן,,,,,,,,,,,,,,,Salafi jihadi,ביקורת על סלאפים תקלידיים,,,,,,,,,,,,,,,,,,python/tweetsFromSite/tweets_from_site5.csv,The Madkhalis are h*rny and Rise up and discuss (pls dont). @ameeniooo This is the students and product of Shamsi and SPUBS. Is this how you refute Khawarij ? By engaging in the same filth that Allah destroyed entire nations for ? #salafi #salafiyyah
gy5ohklb1,"The Messenger (   ) said,Be in this world as if you are a stranger or a traveller.
(Al-Bukhari, 6416)

Don't expect to live in this life forever, its all passing by very quickly before your very eyes...",Irrelevant,אילון כהן,,,,,,,,,,,,,Irrelevant,,,,,,,,,,,,,,,,,,,,,python/ELI/all_tweets.xlsx,"The Messenger ( ) said,Be in this world as if you are a stranger or a traveller. (Al-Bukhari, 6416) Don't expect to live in this life forever, its all passing by very quickly before your very eyes..."
zf98iiuar,"The Messenger of Allah (may Allah raise his rank and grant him peace) said: 

Jibril ordered me to give precedence to elders. 

[Silsilah al-Ahadith al-Sahihah of al-Albani (v. 4 p. 74 no. 1555)]",Salafi taklidi,אריאל כהן,,,,,,,,,,,,,,,Salafi taklidi,,,,,,,,,,,,,,,,,,,python/ELI/all_tweets.xlsx,The Messenger of Allah (may Allah raise his rank and grant him peace) said: Jibril ordered me to give precedence to elders. [Silsilah al-Ahadith al-Sahihah of al-Albani (v. 4 p. 74 no. 1555)]
zzsx6bghw,"The Messenger of Allah (may Allah raise his rank and grant him peace) said: 

The best women of the people of Jannah are Khadijah bint Khuwaylid (the Prophets wife), Fatimah bint Muhammad (the Prophets daughter) Maryam bint Imran (Prophet Isas mother) and Asiyah bint Muzahim - the wife of Firawn. 

[Silsilah al-Ahadith al-Sahihah of al-Albani (v. 4 p. 13 no. 1508)]",Salafi taklidi,הילי חכמי,,,,,,,,,,,,,,,,,,,,,Salafi taklidi,,,,,,,,,,,,,python/ELI/all_tweets.xlsx,"The Messenger of Allah (may Allah raise his rank and grant him peace) said: The best women of the people of Jannah are Khadijah bint Khuwaylid (the Prophets wife), Fatimah bint Muhammad (the Prophets daughter) Maryam bint Imran (Prophet Isas mother) and Asiyah bint Muzahim - the wife of Firawn. [Silsilah al-Ahadith al-Sahihah of al-Albani (v. 4 p. 13 no. 1508)]"
m84kjy73u,"The Muqalid, if he does not abandon
the statement of his Imam, then there is a trace of polytheism in it."" 
[    (   )]",Salafi taklidi,זיו חסון;בנימין ווליך,,,,,,,,,,,,,,,,,Irrelevant,,,,,,Salafi taklidi,,,,,,,,,,,python/tweetsFromSite/tweets_from_site5.csv,"The Muqalid, if he does not abandon the statement of his Imam, then there is a trace of polytheism in it."" [ ( )]"
opelfpxkf,"The Muqalid, if he does not abandon
the statement of his Imam, then there is a trace of polytheism in it."" 
[    (   )] 

Sh Aminullah Peshawari: Shah Sahib strongly refuted Taqlid e Shakhsi if you know,  and in this day and age all the ahadith are available.",Irrelevant,ענה-יה אך,,,,,,,,,,,,,,,,,,,,,,,,,,,Irrelevant,,,,,,,python/tweetsFromSite/tweets_from_site5.csv,"The Muqalid, if he does not abandon the statement of his Imam, then there is a trace of polytheism in it."" [ ( )] Sh Aminullah Peshawari: Shah Sahib strongly refuted Taqlid e Shakhsi if you know, and in this day and age all the ahadith are available."
z8igz8jer,"The One Message All Prophets Shared  A Reminder Many of Us Forget | Cli...  via @YouTube,",Salafi taklidi,הודיה עופרי,,,,,,,,,,,,,,,,,,,Salafi taklidi,,,,,,,,,,,,,,,python/ELI/all_tweets.xlsx,"The One Message All Prophets Shared A Reminder Many of Us Forget | Cli... via @YouTube,"
s7yfhll3p,"The Prophet (peace be upon him) said (to her): 

""Where is Allah?"" 

She said: ""Above the heavens.""

-Sahih Muslim 537.

Screw your ""consensus"".,",Salafi taklidi,הודיה עופרי,,,,,,,,,,,,,,,,,,,Salafi taklidi,,,,,,,,,,,,,,,python/ELI/all_tweets.xlsx,"The Prophet (peace be upon him) said (to her): ""Where is Allah?"" She said: ""Above the heavens."" -Sahih Muslim 537. Screw your ""consensus"".,"
0u9dl9fxb,"The Prophet  said:

    
""The duny is the prison of the believer and paradise of the disbeliever."" [a Muslim, #2956],92.0",Irrelevant,צבי גופרי;הילי חכמי,,,,,,,,,,,,,,,,,,,,,Salafi taklidi,,,,,,,,Irrelevant,,,,,python/ELI/all_tweets.xlsx,"The Prophet said: ""The duny is the prison of the believer and paradise of the disbeliever."" [a Muslim, #2956],92.0"
ed0g1mpwg,"The Prophet  said:

""The month of Ramadan has come, a blessed month which Allah has obligated you to fast. The gates of paradise are open, the gates of Hellfire are closed, the devils are chained, and in it is a night that is better than a thousand months.""

-Al-Musnad 7148.,",Irrelevant,ענה-יה אך;הודיה עופרי,,,,,,,,,,,,,,,,,,,Irrelevant,,,,,,,,Irrelevant,,,,,,,python/ELI/all_tweets.xlsx,"The Prophet said: ""The month of Ramadan has come, a blessed month which Allah has obligated you to fast. The gates of paradise are open, the gates of Hellfire are closed, the devils are chained, and in it is a night that is better than a thousand months."" -Al-Musnad 7148.,"
3w88qk7g0,"The Prophet  said: 

""Whoever is able to help and benefit his (Muslim) brother then let him do so."" 

[Saheeh al-Jaami' no.6019]",Irrelevant,אילון כהן;בנימין ווליך,,,,,,,,,,,,,Irrelevant,,,,Irrelevant,,,,,,,,,,,,,,,,,python/ELI/all_tweets.xlsx,"The Prophet said: ""Whoever is able to help and benefit his (Muslim) brother then let him do so."" [Saheeh al-Jaami' no.6019]"
zl8iu56hj,"The Prophets Duty Is to Convey Clearly  |ClickDEEN360  via @YouTube,",Irrelevant,אריאל כהן;אילון כהן,,,,,,,,,,,,,Irrelevant,,Irrelevant,,,,,,,,,,,,,,,,,,,python/ELI/all_tweets.xlsx,"The Prophets Duty Is to Convey Clearly |ClickDEEN360 via @YouTube,"
n12vre5ok,"The Rfidah of our time  are Kuffar Bil-Umm 

Anyone who disagrees with this , being aware of their kufriyat and shirk , is a foolish zindq with an ikhwani mindset 

                            ""         

Anas Bin Mlik RadiAllahu Anhu reported that Nabi  

said: The Dajjal would be followed by seventy thousand Jews of ( )Isfahan wearing Persian shawls. 

I wonder what Jews are in asbahn",Salafi jihadi,הודיה עופרי;אילון כהן,,,,,,,,,,,,,Salafi jihadi,ד. תמיכה בתכפיר קולקטיבי,,,,,Irrelevant,,,,,,,,,,,,,,,python/tweetsFromSite/tweets_from_site5.csv,"The Rfidah of our time are Kuffar Bil-Umm Anyone who disagrees with this , being aware of their kufriyat and shirk , is a foolish zindq with an ikhwani mindset "" Anas Bin Mlik RadiAllahu Anhu reported that Nabi said: The Dajjal would be followed by seventy thousand Jews of ( )Isfahan wearing Persian shawls. I wonder what Jews are in asbahn"
a13dk0hhu,"The Salaf saw the school of the Murji'ah to be the most dangerous, because it is an entrance for falsehood. The Murji'ah of old opened the door for the Jahmiyyah, and the modern day Murji'ah have opened the door for Liberalism.",Salafi taklidi,ענה-יה אך;הודיה עופרי,,,,,,,,,,,,,,,,,,,Salafi taklidi,,,,,,,,Salafi taklidi,,,,,,,python/tweetsFromSite/tweets_from_site5.csv,"The Salaf saw the school of the Murji'ah to be the most dangerous, because it is an entrance for falsehood. The Murji'ah of old opened the door for the Jahmiyyah, and the modern day Murji'ah have opened the door for Liberalism."
dvytza387,"The Salaf saw the school of the Murji'ah to be the most dangerous, because it is an entrance for falsehood. The Murji'ah of old opened the door for the Jahmiyyah, and the modern day Murji'ah have opened the door for Liberalism.

- Shaykh Abdul Aziz at-Tarefe",Salafi jihadi,בנימין ווליך,,,,,,,,,,,,,,,,,Salafi jihadi,ו. תמיכה או ציטוט של דמויות סלפיות ג׳האדיות מוכרות,,,,,,,,,,,,,,,,python/tweetsFromSite/tweets_from_site5.csv,"The Salaf saw the school of the Murji'ah to be the most dangerous, because it is an entrance for falsehood. The Murji'ah of old opened the door for the Jahmiyyah, and the modern day Murji'ah have opened the door for Liberalism. - Shaykh Abdul Aziz at-Tarefe"
hww4jzg37,"The Straight Path is clear if you are athari, Upon following the Sunnah with the narrations of the Companions, their students then their students.",Salafi taklidi,הודיה עופרי,,,,,,,,,,,,,,,,,,,Salafi taklidi,,,,,,,,,,,,,,,python/ELI/all_tweets.xlsx,"The Straight Path is clear if you are athari, Upon following the Sunnah with the narrations of the Companions, their students then their students."
4tboqb20g,"The Trials Faced by Imam Ahmad   

Shaykh Aziz Farhan",Salafi taklidi,אריאל כהן,,,,,,,,,,,,,,,Salafi taklidi,,,,,,,,,,,,,,,,,,,python/ELI/all_tweets.xlsx,The Trials Faced by Imam Ahmad Shaykh Aziz Farhan
1x0etwwm5,"The cousin of J33ts 
Threatening rape and then crying when their heads are removed from their shoulders and ppl play football with it 
This is the degeneracy that is fighting Islam and threatening Muslim Afghan women and at the same time claiming Islam
Dont cry later,",Irrelevant,אילון כהן,,,,,,,,,,,,,Skip,"לא מציין תוכן ג'יהאדי מובהק, אבל לשחק כדורגל עם ראשים של אנשים"" נשמע כמו בילוי ג'יהאדי קלאסי""",,,,,,,,,,,,,,,,,,,,python/ELI/all_tweets.xlsx,"The cousin of J33ts Threatening rape and then crying when their heads are removed from their shoulders and ppl play football with it This is the degeneracy that is fighting Islam and threatening Muslim Afghan women and at the same time claiming Islam Dont cry later,"
3di23zay0,"The destruction of a US Navy geodesic radome by an IRCG ""SHAHED-136"" UAV in the NSA of the 5th fleet, Bahrain.

 Coordinates:
26.20703056, 50.60979722,",Irrelevant,צבי גופרי;הילי חכמי,,,,,,,,,,,,,,,,,,,,,Irrelevant,,,,,,,,Irrelevant,,,,,python/ELI/all_tweets.xlsx,"The destruction of a US Navy geodesic radome by an IRCG ""SHAHED-136"" UAV in the NSA of the 5th fleet, Bahrain. Coordinates: 26.20703056, 50.60979722,"
9zwm1kc62,"The difference between a Palestinian date and an Israeli date,",Irrelevant,הילי חכמי;ענה-יה אך,,,,,,,,,,,,,,,,,,,,,Irrelevant,,,,,,Irrelevant,,,,,,,python/ELI/all_tweets.xlsx,"The difference between a Palestinian date and an Israeli date,"
u0w6xv0h0,"The distinctive characteristics of the secularists in the Arab world

- Shaykh Muhammad Hassan Didu",Irrelevant,צבי גופרי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Irrelevant,,,,,python/tweetsFromSite/tweets_from_site5.csv,The distinctive characteristics of the secularists in the Arab world - Shaykh Muhammad Hassan Didu
,"The end of the oppressors is near and Allahs victory is even closer, May Allah allow us to witness the victory of this ummah and destruction of the tyrants Ameen.",Salafi jihadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,python/ELI/all_tweets.xlsx,"The end of the oppressors is near and Allahs victory is even closer, May Allah allow us to witness the victory of this ummah and destruction of the tyrants Ameen."
ogzvoie0i,"The fitna of wealth, power, and status can slowly but steadily change our character
Thats why its important to practice zuhd and purify our heart from diseases that, if left unchecked, will grow until they manifest in us turning our back from the religion in one way or another",Irrelevant,צבי גופרי;הילי חכמי,,,,,,,,,,,,,,,,,,,,,Salafi taklidi,,,,,,,,Irrelevant,,,,,python/ELI/all_tweets.xlsx,"The fitna of wealth, power, and status can slowly but steadily change our character Thats why its important to practice zuhd and purify our heart from diseases that, if left unchecked, will grow until they manifest in us turning our back from the religion in one way or another"
8kar2oi4o,"The ghult and murjiah are two different sides of the same coin 

The extremists are like the mutaziliah when it comes to chain takfir and tabdee . They will rule your pet goldfish with riddah using some weird qiyaas because you never made takfir on Al-Adhir due to mawa3ni

Whereas the murjiah will see clear nullifiers yet turn a blind eye due to the lack of imaan and love for rulers . This is the fanaticism some of us have also when it comes to following the crowd or the person who speaks the loudest . Salafiyyah has been hijacked by the Jews in disguise .

Another thing Id like to point out is some individuals (no matter what side) having taassub to people or a certain someone . Know that this person will not grant you a ticket to the hereafter , no scholar is free from mistakes . But there is a difference between defending someone and defending their mistake . Brothers and sisters , we dont base our walaa off groups , no doubt wed find sincere ones who only wanted to seek shahadah and yearned to meet their lord in every faction . The blameworthy are to be blamed, and the defendants are to be given a defence .",Salafi taklidi,בנימין ווליך;צבי גופרי,,,,,,,,,,,,,,,,,Salafi jihadi,ביקורת על סלאפים תקלידיים; א. האשמה בכפירה של שליטי ערב; ב. ביטויי גנאי או האשמה בכפירה של חכמי הלכה,,,,,,,,,,,Salafi taklidi,,,,,python/ELI/all_tweets.xlsx,"The ghult and murjiah are two different sides of the same coin The extremists are like the mutaziliah when it comes to chain takfir and tabdee . They will rule your pet goldfish with riddah using some weird qiyaas because you never made takfir on Al-Adhir due to mawa3ni Whereas the murjiah will see clear nullifiers yet turn a blind eye due to the lack of imaan and love for rulers . This is the fanaticism some of us have also when it comes to following the crowd or the person who speaks the loudest . Salafiyyah has been hijacked by the Jews in disguise . Another thing Id like to point out is some individuals (no matter what side) having taassub to people or a certain someone . Know that this person will not grant you a ticket to the hereafter , no scholar is free from mistakes . But there is a difference between defending someone and defending their mistake . Brothers and sisters , we dont base our walaa off groups , no doubt wed find sincere ones who only wanted to seek shahadah and yearned to meet their lord in every faction . The blameworthy are to be blamed, and the defendants are to be given a defence ."
9hojzdpm3,"The legislator is a Kaafir, whether he makes Istihlaal or doesnt make Istihlaal

- Shaykh Saalih Aal ash-Shaykh",Salafi jihadi,ענה-יה אך,,,,,,,,,,,,,,,,,,,,,,,,,,,Salafi jihadi,ג. קריאה לג׳האד התקפי (לא הגנתי); ד. תמיכה בתכפיר קולקטיבי,,,,,,python/tweetsFromSite/tweets_from_site5.csv,"The legislator is a Kaafir, whether he makes Istihlaal or doesnt make Istihlaal - Shaykh Saalih Aal ash-Shaykh"
